%time,field.transforms0.header.seq,field.transforms0.header.stamp,field.transforms0.header.frame_id,field.transforms0.child_frame_id,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w
1528473242207014474,0,1528473242206642128,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473242267047651,0,1528473242266633964,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473242326679048,0,1528473242326458093,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473242386668935,0,1528473242386364481,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473242444384221,0,1528473242444161002,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473242466293586,0,1528473242466078310,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473242526137469,0,1528473242525947616,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473242586007691,0,1528473242585811600,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473242645717804,0,1528473242645529206,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473242703668945,0,1528473242703399647,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473242725525502,0,1528473242725309679,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473242785350726,0,1528473242785178832,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473242843416332,0,1528473242843030587,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473242865184657,0,1528473242864933750,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473242925160603,0,1528473242924826846,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473242982744561,0,1528473242982533766,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473243004961458,0,1528473243004583197,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473243064755438,0,1528473243062703132,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473243085891933,0,1528473243085507749,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473243144861808,0,1528473243144369179,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473243202791256,0,1528473243202300161,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473243225740760,0,1528473243225325515,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473243241551761,0,1528473243241212406,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473243264566917,0,1528473243264254521,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473243322637175,0,1528473243322214633,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473243344695709,0,1528473243344220856,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473243404517602,0,1528473243404157269,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473243462557932,0,1528473243462115695,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473243484626474,0,1528473243484172715,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473243544504026,0,1528473243544135203,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473243604409021,0,1528473243604016779,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473243664448117,0,1528473243663909797,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473243724346677,0,1528473243723939305,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473243783341042,0,1528473243782937956,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473243841234878,0,1528473243840853652,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473243864270781,0,1528473243863899518,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
